date_ref,date_forecast,ana_code,mean_precipitation
2022-07-07,2022-07-10,PSATCNV,0.0
2022-07-07,2022-07-10,PSATFUR,0.0
2022-07-07,2022-07-10,PSATFZA,0.0
2022-07-07,2022-07-10,PSATIMBR,0.0
2022-07-07,2022-07-10,PSATITP,0.0
2022-07-07,2022-07-10,PSATJIRA,0.23373493839459242
2022-07-07,2022-07-10,PSATLAJ,0.0
2022-07-07,2022-07-10,PSATPIME,0.522666666805744
2022-07-07,2022-07-11,PSATCNV,0.040000000596046456
2022-07-07,2022-07-11,PSATFUR,0.0
2022-07-07,2022-07-11,PSATFZA,0.0
2022-07-07,2022-07-11,PSATIMBR,0.0
2022-07-07,2022-07-11,PSATITP,0.0
2022-07-07,2022-07-11,PSATJIRA,0.2240963861884841
2022-07-07,2022-07-11,PSATLAJ,0.0
2022-07-07,2022-07-11,PSATPIME,0.8933333386977514
2022-07-07,2022-07-12,PSATCNV,2.060000014305115
2022-07-07,2022-07-12,PSATFUR,0.0
2022-07-07,2022-07-12,PSATFZA,1.399999976158142
2022-07-07,2022-07-12,PSATIMBR,0.0
2022-07-07,2022-07-12,PSATITP,1.9333333373069763
2022-07-07,2022-07-12,PSATJIRA,1.3518072272460142
2022-07-07,2022-07-12,PSATLAJ,0.0
2022-07-07,2022-07-12,PSATPIME,0.19066666990518566
2022-07-07,2022-07-13,PSATCNV,4.020000028610229
2022-07-07,2022-07-13,PSATFUR,0.0
2022-07-07,2022-07-13,PSATFZA,5.199999809265137
2022-07-07,2022-07-13,PSATIMBR,0.0
2022-07-07,2022-07-13,PSATITP,3.955555505222745
2022-07-07,2022-07-13,PSATJIRA,3.506024074213332
2022-07-07,2022-07-13,PSATLAJ,0.0
2022-07-07,2022-07-13,PSATPIME,0.17866666773955028
2022-07-07,2022-07-14,PSATCNV,10.920000076293945
2022-07-07,2022-07-14,PSATFUR,0.01428571449858802
2022-07-07,2022-07-14,PSATFZA,10.550000190734863
2022-07-07,2022-07-14,PSATIMBR,0.0
2022-07-07,2022-07-14,PSATITP,2.5611110793219676
2022-07-07,2022-07-14,PSATJIRA,1.1024096437606465
2022-07-07,2022-07-14,PSATLAJ,0.0
2022-07-07,2022-07-14,PSATPIME,0.41066666573286065
2022-07-07,2022-07-15,PSATCNV,8.939999961853028
2022-07-07,2022-07-15,PSATFUR,0.0
2022-07-07,2022-07-15,PSATFZA,3.5500000715255737
2022-07-07,2022-07-15,PSATIMBR,0.0
2022-07-07,2022-07-15,PSATITP,1.7444444489147928
2022-07-07,2022-07-15,PSATJIRA,1.197590368968176
2022-07-07,2022-07-15,PSATLAJ,0.0
2022-07-07,2022-07-15,PSATPIME,0.6639999989668528
2022-07-07,2022-07-16,PSATCNV,6.880000019073487
2022-07-07,2022-07-16,PSATFUR,0.0
2022-07-07,2022-07-16,PSATFZA,8.75
2022-07-07,2022-07-16,PSATIMBR,0.0
2022-07-07,2022-07-16,PSATITP,2.8833333386315245
2022-07-07,2022-07-16,PSATJIRA,2.044578320649733
2022-07-07,2022-07-16,PSATLAJ,0.0
2022-07-07,2022-07-16,PSATPIME,0.5039999994635582
2022-07-07,2022-07-17,PSATCNV,7.259999942779541
2022-07-07,2022-07-17,PSATFUR,0.11428571598870413
